"Txhash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","ContractAddress","Value_IN(MATIC)","Value_OUT(MATIC)","CurrentValue @ $0.785/MATIC","TxnFee(MATIC)","TxnFee(USD)","Historical $Price/MATIC","Status","ErrCode","Method"
"0x7e674750894885995ffe0b27e3230b29e236df379d07029f14a4873587594de5","47607338","1694858105","2023-09-16 09:55:05","0x51e3d44172868acc60d68ca99591ce4230bc75e0","0x1213c2364061f7cf11eca008c121072c63a213db","","16.46","0","12.9224368960165","0.003623426230431","0.00284468388882841","0.53","","","Transfer"
"0xa919e759826cdaf453c21a423981b2cd4398090433fa6bcfe1b14c82d8104aef","47607733","1694858945","2023-09-16 10:09:05","0x1213c2364061f7cf11eca008c121072c63a213db","0x2a6c8d620371aec6bca1d18aaaf96efe11eb3d6c","","0","0","0","0.102475508379566378","0.0804515972309939","0.53","","","Swap Debt"
"0x6fc61cc8806b8a3cd4e5e16b4f4f72b3c95b6c90d399f521f37cd86d45786eee","47607857","1694859209","2023-09-16 10:13:29","0x930b9c31f484b35473720ae775089695f8207f11","0x1213c2364061f7cf11eca008c121072c63a213db","","108","0","84.7887718572166","0.002182501492017","0.00171344093596911","0.53","","","Transfer"
"0xdce41f21d276f477662eec9eae41e1b59773089a5ccfc1200611430d54abbacb","47607895","1694859289","2023-09-16 10:14:49","0x1213c2364061f7cf11eca008c121072c63a213db","0x1e4b7a6b903680eab0c5dabcb8fd429cd2a9598c","","0","124.5","97.7426120020692","0.01773799420353846","0.0139257661456338","0.53","","","Deposit ETH"
"0xb25c115339f700ccc0c51e73ba300e36f8093059601138fc7a63d62d90134c17","48149684","1696051018","2023-09-30 05:16:58","0x1213c2364061f7cf11eca008c121072c63a213db","0x6d80113e533a2c0fe82eabd35f1875dcea89ea97","","0","0","0","0.003410083461647248","0.00267719248744144","0.53","","","Approve"
"0x950f2d9d9eca5ca0e66782783e987ddcf47e951eccbdd30d7313a80df319c7b7","48149687","1696051024","2023-09-30 05:17:04","0x1213c2364061f7cf11eca008c121072c63a213db","0x6d80113e533a2c0fe82eabd35f1875dcea89ea97","","0","0","0","0.002103591050513784","0.001651489830212","0.53","","","Approve"
"0xc569cfcbeb281f75ab63fa121906c30df01e30acc9ae4a32b1c8c6775ce96a7b","48149738","1696051132","2023-09-30 05:18:52","0x1213c2364061f7cf11eca008c121072c63a213db","0x1e4b7a6b903680eab0c5dabcb8fd429cd2a9598c","","0","0","0","0.02330402011049152","0.0182955485602264","0.53","","","Withdraw ETH"
"0xd001b09e894f8bb112fb257570dfffd5ab85160fbe25aac77155ab08ca0a01aa","48149753","1696051204","2023-09-30 05:20:04","0x1213c2364061f7cf11eca008c121072c63a213db","0xc9093dfc483af2588d75c88c92003fb796a40630","","0","45","35.3286549405069","0.001590507147684","0.00124867729335418","0.53","","","Transfer"
"0xcebfa1ef5c93f87d27f76bf7cbbb7f1c74c97c3b82880c8412ede5beda4ae31c","48149786","1696051298","2023-09-30 05:21:38","0x1213c2364061f7cf11eca008c121072c63a213db","0x3a58a54c066fdc0f2d55fc9c89f0415c92ebf3c4","","0","0","0","0.003969057529515804","0.00311603253109522","0.53","","","Approve"
"0x7493d4a04994958925a18b7b2248fb7a29b321ca4bc24f7756347aa8c361ea0f","48149796","1696051320","2023-09-30 05:22:00","0x1213c2364061f7cf11eca008c121072c63a213db","0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad","","0","0","0","0.01174838759701047","0.00922343847826921","0.53","","","Execute"
"0x99f8ed42eae63c88af92c96412d015789074a7d1b04f6cc62df6cb6fbb224cb5","48149812","1696051354","2023-09-30 05:22:34","0x1213c2364061f7cf11eca008c121072c63a213db","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","","0","0","0","0.003665850396074256","0.00287799030458729","0.53","","","Approve"
"0x752cdf66a2bab98ec787231e62f3190ebe2a0a43b9ee3b92f2ecddfe74f9ce4a","48149827","1696051386","2023-09-30 05:23:06","0x1213c2364061f7cf11eca008c121072c63a213db","0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad","","0","0","0","0.01449829886804585","0.0113823421763008","0.53","","","Execute"
"0x97bdf40a75342a2f416e7788655f51a01a8b817bfaad8d4478410145a0c8da0a","48150629","1696053288","2023-09-30 05:54:48","0x1213c2364061f7cf11eca008c121072c63a213db","0x6d80113e533a2c0fe82eabd35f1875dcea89ea97","","0","0","0","0.002304788610216928","0.00180944625602587","0.53","","","Approve"
"0x8445e6c7bb9bebaf0abf45ad730275a93ec4c5889d189a48ecad366fac5fca00","48150648","1696053328","2023-09-30 05:55:28","0x1213c2364061f7cf11eca008c121072c63a213db","0x1e4b7a6b903680eab0c5dabcb8fd429cd2a9598c","","0","0","0","0.022924068529649764","0.0179972557092562","0.53","","","Withdraw ETH"
"0x52552d8246dee969732584a6f07ba8eb5f0eee76236dfc1b844ea4f36eefe34d","48150676","1696053388","2023-09-30 05:56:28","0x1213c2364061f7cf11eca008c121072c63a213db","0x43d8a503c2752137fb1a79ad3ceaa5fe366fbb50","","0","90","70.6573098810139","0.001411950373995","0.00110849572346642","0.53","","","Transfer"
"0x21712ed1f09f8c4ebc5e7386dc70aa5b46788a5bd79b6bd3329ad22669967383","48151264","1696054743","2023-09-30 06:19:03","0x51e3d44172868acc60d68ca99591ce4230bc75e0","0x1213c2364061f7cf11eca008c121072c63a213db","","59.02","0","46.3354936575271","0.002150213303364","0.00168809208540076","0.53","","","Transfer"
"0x42916b0a805e72226e432c41fb2446fda0b4e265972340d0c6a6d1405d34dd95","48151294","1696054807","2023-09-30 06:20:07","0x1213c2364061f7cf11eca008c121072c63a213db","0x1e4b7a6b903680eab0c5dabcb8fd429cd2a9598c","","0","60","47.1048732540092","0.00877026946844964","0.00688537386191379","0.53","","","Deposit ETH"
"0x3637ceee4c40a71534723e2ab2768bdf6152e278c80687afaf15bb7f0ee68702","48226097","1696223655","2023-10-02 05:14:15","0x1213c2364061f7cf11eca008c121072c63a213db","0x2a6c8d620371aec6bca1d18aaaf96efe11eb3d6c","","0","0","0","0.065645649699496308","0.0515371668128644","0.55","","","Swap Debt"
"0xfcb5a5de6c4342af1299867d951b8b71593676b16b35a3c92db20d594a685217","48429276","1696668943","2023-10-07 08:55:43","0xb2164e72cddd424390bcb37bf06b45275b201948","0x1213c2364061f7cf11eca008c121072c63a213db","","49.13402814","0","38.5742027998937","0.001641347703786","0.00128859125920998","0.56","","","Transfer"
"0x36bdfabdcfe1452c92779a5cbd45d1e1f335f51515c2e5ef95e78141dc7f6607","48429400","1696669241","2023-10-07 09:00:41","0x1213c2364061f7cf11eca008c121072c63a213db","0x1e4b7a6b903680eab0c5dabcb8fd429cd2a9598c","","0","49","38.4689798241075","0.013251350218909569","0.010403386208437","0.56","","","Deposit ETH"
"0xefda4dba1c203f01d6ef1fe0d4fb97d22854cdf922c60ef1d8dc59f545fb3655","48819744","1697534829","2023-10-17 09:27:09","0x51e3d44172868acc60d68ca99591ce4230bc75e0","0x1213c2364061f7cf11eca008c121072c63a213db","","16.33","0","12.8203763372995","0.00237406851906","0.00186383661144425","0.52","","","Transfer"
"0xdfb48d3557c4426aaea173cfa02046ff113a938f445ee731094413d01b9a5144","48830593","1697558218","2023-10-17 15:56:58","0x1213c2364061f7cf11eca008c121072c63a213db","0x1e4b7a6b903680eab0c5dabcb8fd429cd2a9598c","","0","16.5","12.9538401448525","0.01881772975953939","0.0147734462541883","0.52","","","Deposit ETH"
"0x9c06bfaa2acbb6d6be305af36302db73973e681eac8b46624d6333337a9108d6","48830623","1697558296","2023-10-17 15:58:16","0x1213c2364061f7cf11eca008c121072c63a213db","0xb58fd91558fa213d97ac94c97f831c7289278084","","0","0","0","0.083085381360210931","0.0652287726372293","0.52","","","Swap Debt"
"0x91b045ae0d2f8eb5536325337dbb65cd59956caa3678dfdc4cbe68e1ce5aa1f5","49081254","1698121030","2023-10-24 04:17:10","0x1213c2364061f7cf11eca008c121072c63a213db","0xb58fd91558fa213d97ac94c97f831c7289278084","","0","0","0","0.10240794205592808","0.0803985521791402","0.62","","","Swap Debt"
"0x24226e13d77074e23c886375e48215891712d89b681cb558a711e7286be9a0a7","49081287","1698121116","2023-10-24 04:18:36","0x1213c2364061f7cf11eca008c121072c63a213db","0x794a61358d6845594f94dc1db02a252b5b4814ad","","0","0","0","0.0224467967034929","0.0176225585612758","0.62","","","Swap Borrow Rate Mode"
"0x89507605a5b3ad262f25c074bad3f44056669533b8d75c4e55e245f4090302d2","49099786","1698162252","2023-10-24 15:44:12","0x51e3d44172868acc60d68ca99591ce4230bc75e0","0x1213c2364061f7cf11eca008c121072c63a213db","","14.08","0","11.0539435902742","0.023916170569809","0.018776136390202","0.62","","","Transfer"
"0x3e10adc7daf2adc302df2be4e98b89c5488d71853c9ac1554510d2757b74b9e3","49099832","1698162350","2023-10-24 15:45:50","0x1213c2364061f7cf11eca008c121072c63a213db","0x1e4b7a6b903680eab0c5dabcb8fd429cd2a9598c","","0","13.5","10.5985964821521","0.070970723923880532","0.0557177825863279","0.62","","","Deposit ETH"
"0xed05178a3e34307e7b5ac1606b9c51bad6a87589582c7c136867d3edc2f37ada","49858974","1699804489","2023-11-12 15:54:49","0x1213c2364061f7cf11eca008c121072c63a213db","0xe3090207a2de94a856ea10a7e1bd36dd6145712b","","0","0","0","0.06060124931579377","0.047576902800918","0.90","","","Swap And Repay"
"0x6555b267baea26aeebe212e6890f8c9f18a990f359c6380668351954f5c2c54a","50207468","1700559818","2023-11-21 09:43:38","0x1213c2364061f7cf11eca008c121072c63a213db","0x6d80113e533a2c0fe82eabd35f1875dcea89ea97","","0","0","0","0.002676856821111196","0.00210155002129288","0.73","","","Approve"
"0x6d42acfb81a04eefbaf330d410d177dd405cb09cfd717dba7ba90773d589b5e3","50207488","1700559862","2023-11-21 09:44:22","0x1213c2364061f7cf11eca008c121072c63a213db","0x1e4b7a6b903680eab0c5dabcb8fd429cd2a9598c","","0","0","0","0.016467111899340435","0.0129280203146336","0.73","","","Withdraw ETH"
"0xbbcd3d36f069a7ae57d934850796de446370d732204c65eee8ec6aeaa85ce8a0","50207536","1700559964","2023-11-21 09:46:04","0x1213c2364061f7cf11eca008c121072c63a213db","0x643770e279d5d0733f21d6dc03a8efbabf3255b4","","0","10.05","7.89006627004655","0.01018390173216427","0.00799519000541472","0.73","","","Execute"
"0xcffd9371b467d767502d2841959e9e721567969666fc78ea0cbab23aaf252168","50207671","1700560251","2023-11-21 09:50:51","0x1213c2364061f7cf11eca008c121072c63a213db","0xf89246b8cf0c9c05b0d4b0d7338f4a8da2293110","","0","0.5","0.392540610450077","0.00105934958577","0.000831675466156384","0.73","","","Transfer"
"0xcc7313fb1fb04e1225c7a21c1fae78ab4541e2d5ff0749e9dc68f6eba5e5fa01","50207939","1700560821","2023-11-21 10:00:21","0x1213c2364061f7cf11eca008c121072c63a213db","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","","0","0","0","0.00330117829257242","0.00259169308434184","0.73","","","Transfer"
"0x39eba166a8666b5628f4af2e04c7bb3b86ff7cfbec4121f95d0497028daca6a1","50208159","1700561287","2023-11-21 10:08:07","0x51e3d44172868acc60d68ca99591ce4230bc75e0","0x1213c2364061f7cf11eca008c121072c63a213db","","10.51","0","8.25120363166062","0.001862723289147","0.00146238907404268","0.73","","","Transfer"
"0xd6c55653690b45a9b475140ede6543740c865679f3e0de92a981a3a84d84dd17","50208203","1700561381","2023-11-21 10:09:41","0x1213c2364061f7cf11eca008c121072c63a213db","0x1e4b7a6b903680eab0c5dabcb8fd429cd2a9598c","","0","12","9.42097465080185","0.007816632292267518","0.00613669122334095","0.73","","","Deposit ETH"
"0xb722a98d0b839de177f720dc848ca2638d4b692e005c8a849bd936b97642fc91","50488279","1701166722","2023-11-28 10:18:42","0x1213c2364061f7cf11eca008c121072c63a213db","0xb58fd91558fa213d97ac94c97f831c7289278084","","0","0","0","0.09914459831322288","0.0778365622894004","0.75","","","Swap Debt"
"0x800f6e29171d5ef42f4a36ee6798b5455081eaad7905fa154e34151a239b2bd4","50488309","1701166786","2023-11-28 10:19:46","0x1213c2364061f7cf11eca008c121072c63a213db","0x794a61358d6845594f94dc1db02a252b5b4814ad","","0","0","0","0.03114527147773716","0.0244515677570086","0.75","","","Borrow"
"0x17fa7222d4abd7f08a6a805ec60b43566253171e4dc979c618efa460d9e71e7c","50488350","1701166872","2023-11-28 10:21:12","0x1213c2364061f7cf11eca008c121072c63a213db","0x643770e279d5d0733f21d6dc03a8efbabf3255b4","","0","0","0","0.025138223907552237","0.0197355475166025","0.75","","","Execute"
"0x0f1e5d7e499c3a0cd0925bc5959839ac18b108e0be7269bbd8f624cd0d9eb2d7","50488371","1701166918","2023-11-28 10:21:58","0x1213c2364061f7cf11eca008c121072c63a213db","0x1e4b7a6b903680eab0c5dabcb8fd429cd2a9598c","","0","27","21.1971929643042","0.021617775104656776","0.0169717092723089","0.75","","","Deposit ETH"
"0x1712bc74ceebfe2aaf904df478fe09ed43d118570408508b05c3e6223033e1a8","50492405","1701175506","2023-11-28 12:45:06","0x51e3d44172868acc60d68ca99591ce4230bc75e0","0x1213c2364061f7cf11eca008c121072c63a213db","","37.73","0","29.6211144645628","0.004180807752198","0.00328227365444443","0.75","","","Transfer"
"0xeb7bd62278fbc145d2b305468b55b7ad06857ffbd0f5f83e71da413b814f5d2e","50494272","1701179538","2023-11-28 13:52:18","0x1213c2364061f7cf11eca008c121072c63a213db","0x930b9c31f484b35473720ae775089695f8207f11","","0","37","29.0480051733057","0.00291474187935","0.00228830911324891","0.75","","","Transfer"
"0x749f707fcfc2cf55060b344e4116e131fe8ada63c6846ff9b09e207eba0c2929","50495164","1701181434","2023-11-28 14:23:54","0x1213c2364061f7cf11eca008c121072c63a213db","0x1e4b7a6b903680eab0c5dabcb8fd429cd2a9598c","","0","0","0","0.044766927592085292","0.0351456741699431","0.75","","","Withdraw ETH"
"0x5e4bbfb4b66911f5809d71447a529b4fee888324b3e80fc2f07a00d98b5c7481","50495199","1701181508","2023-11-28 14:25:08","0x1213c2364061f7cf11eca008c121072c63a213db","0x643770e279d5d0733f21d6dc03a8efbabf3255b4","","0","39","30.618167615106","0.01865635344780808","0.01464675274235","0.75","","","Execute"
"0x41e15614ea0ee5c80fac9ab730427d79f2c423228c0875930e0e6c0086e03727","50495289","1701181700","2023-11-28 14:28:20","0x1213c2364061f7cf11eca008c121072c63a213db","0x7ceb23fd6bc0add59e62ac25578270cff1b9f619","","0","0","0","0.0039427823432361","0.00309540437577137","0.75","","","Transfer"
"0x287f6db995d1d413a90d8f3fd9afc46155b76beac674998e16dd6356f2d23f8c","50531670","1701260228","2023-11-29 12:17:08","0x51e3d44172868acc60d68ca99591ce4230bc75e0","0x1213c2364061f7cf11eca008c121072c63a213db","","66.19","0","51.9645260113812","0.002388627966522","0.00187526696023334","0.76","","","Transfer"
"0x3df2222937afc187fc37da06598982bee4914bd0f45d51bae8f728d79d0a95aa","50532991","1701263082","2023-11-29 13:04:42","0x1213c2364061f7cf11eca008c121072c63a213db","0x930b9c31f484b35473720ae775089695f8207f11","","0","60","47.1048732540092","0.001532020629048","0.00120276062589723","0.76","","","Transfer"
"0xe5edea76a2414512a896a819152c0e2495da0669f96ae4efda46f1d557add6dc","50533002","1701263106","2023-11-29 13:05:06","0x1213c2364061f7cf11eca008c121072c63a213db","0x1e4b7a6b903680eab0c5dabcb8fd429cd2a9598c","","0","7","5.49556854630108","0.012886646107813887","0.0101170638596307","0.76","","","Deposit ETH"
"0x23712c48e15c8a088b676f6733f5456fbaca7ec0bf08413af1d3f583fc23e255","50613326","1701435100","2023-12-01 12:51:40","0x1213c2364061f7cf11eca008c121072c63a213db","0x1e4b7a6b903680eab0c5dabcb8fd429cd2a9598c","","0","0","0","0.029794530587002464","0.0233911264493909","0.80","","","Withdraw ETH"
"0xb84c414081ea3d364ee3958b297b44b194d58296a21b4ae9fd6f609e3709b5fd","50613352","1701435156","2023-12-01 12:52:36","0x1213c2364061f7cf11eca008c121072c63a213db","0xee2ed6be35153e6c69d5f6bd587eb788efce52d8","","0","5","3.92540610450077","0.001745223860793","0.00137014247937545","0.80","","","Transfer"
"0x4d91210dfe9e22c628fd5891b3c463e78668a3f33ba9fb63585f612b3c56fa11","50614130","1701436816","2023-12-01 13:20:16","0xee2ed6be35153e6c69d5f6bd587eb788efce52d8","0x1213c2364061f7cf11eca008c121072c63a213db","","5","0","3.92540610450077","0.001555736404488","0.00122137943583425","0.80","","","Transfer"
"0x576e9878555e6291458c8e181536ed182c97bef00aa1b1cd3ed556b5daa17222","50817169","1701882310","2023-12-06 17:05:10","0x51e3d44172868acc60d68ca99591ce4230bc75e0","0x1213c2364061f7cf11eca008c121072c63a213db","","13.31","0","10.449431050181","0.005442551173542","0.00427284472013592","0.82","","","Transfer"
"0x8ee80a246fa2a483628cb3364afe046deb4bc1e693edc55331ceb813ad189471","50817800","1701883654","2023-12-06 17:27:34","0x1213c2364061f7cf11eca008c121072c63a213db","0x1e4b7a6b903680eab0c5dabcb8fd429cd2a9598c","","0","18.5","14.5240025866528","0.027011190566131593","0.0212059784676253","0.82","","","Deposit ETH"
"0xa36bf6dccd2d751f95bd29595745dc82e0a18d7dee6f15a082f54a8c16713dfe","50934812","1702134867","2023-12-09 15:14:27","0x1213c2364061f7cf11eca008c121072c63a213db","0xe3090207a2de94a856ea10a7e1bd36dd6145712b","","0","0","0","0.090160706276100173","0.0707834773604609","0.88","","","Swap And Repay"
"0x4b7463856d2d974f23b5b93565adbc67cd1eb4a6db9dcc57491225c5a82135cd","51228270","1702801871","2023-12-17 08:31:11","0x51e3d44172868acc60d68ca99591ce4230bc75e0","0x1213c2364061f7cf11eca008c121072c63a213db","","10.1","0","7.92932033109155","0.003204538178709","0.00251582274576202","0.82","","","Transfer"
"0x9807d54fd9264f56c107a5aec48426a6ee0237bcae0b0359da9fa706a6a3b744","51228398","1702802146","2023-12-17 08:35:46","0x1213c2364061f7cf11eca008c121072c63a213db","0x1e4b7a6b903680eab0c5dabcb8fd429cd2a9598c","","0","10","7.85081220900154","0.019662799548140184","0.0154368946755689","0.82","","","Deposit ETH"
"0xb577d3fefe4fe99ddb45e8c328412e9da0d027daafc87b8c8beb649f598768a1","51347359","1703072967","2023-12-20 11:49:27","0x1213c2364061f7cf11eca008c121072c63a213db","0x794a61358d6845594f94dc1db02a252b5b4814ad","","0","0","0","0.377483572451553729","0.296355263930018","0.78","","","Borrow"
"0x3fb9215633654bdcbeeadb08c8242f164533f2df97f91d67c5c177c3e6da5cc5","51347386","1703073025","2023-12-20 11:50:25","0x1213c2364061f7cf11eca008c121072c63a213db","0x643770e279d5d0733f21d6dc03a8efbabf3255b4","","0","0","0","0.21153811923524808","0.166074604916131","0.78","","","Execute"
"0x176a0e02c3e1f17c965899dd4ea142239800f621bb5bcaebddbb083fcc6f1851","51347407","1703073069","2023-12-20 11:51:09","0x1213c2364061f7cf11eca008c121072c63a213db","0x1e4b7a6b903680eab0c5dabcb8fd429cd2a9598c","","0","125","98.1351526125192","0.233942325125872125","0.18366372623004","0.78","","","Deposit ETH"
"0xcca197fa29dde59e3002b4bb5a8898b130b53f35a8d549df1172547e3132f00b","51378147","1703144765","2023-12-21 07:46:05","0x51e3d44172868acc60d68ca99591ce4230bc75e0","0x1213c2364061f7cf11eca008c121072c63a213db","","12.29","0","9.64864820486289","0.007454041622328","0.00585202809749783","0.82","","","Transfer"
"0xdac869bd2ed9e31eee7da0bc1529d5667d0d7cee0443763726294d8f45c436ae","51378182","1703144839","2023-12-21 07:47:19","0x1213c2364061f7cf11eca008c121072c63a213db","0x1e4b7a6b903680eab0c5dabcb8fd429cd2a9598c","","0","13.5","10.5985964821521","0.037656696860625957","0.0295635655464072","0.82","","","Deposit ETH"
"0x0a2dc241b8c15fa2ef2c256e00aac8079d7d3e219d0ca9b20bd695320141186f","51606221","1703654283","2023-12-27 05:18:03","0x1213c2364061f7cf11eca008c121072c63a213db","0xe3090207a2de94a856ea10a7e1bd36dd6145712b","","0","0","0","0.082855333278381","0.0650481662082805","1.04","","","Swap And Repay"
"0x18a7e672c7c05186a8890cd96f02bddb29e2f62c4c4294ea0506efa1ff159f73","51644886","1703738059","2023-12-28 04:34:19","0x1213c2364061f7cf11eca008c121072c63a213db","0x1e4b7a6b903680eab0c5dabcb8fd429cd2a9598c","","0","0","0","0.036144413743467458","0.0283763004704417","1.00","","","Withdraw ETH"
"0xa5e6c1eb7d40ce0bd8d1283cf892544542bc4aa02f43ed43ee9927a027d24deb","51644951","1703738197","2023-12-28 04:36:37","0x1213c2364061f7cf11eca008c121072c63a213db","0xc9093dfc483af2588d75c88c92003fb796a40630","","0","640","502.451981376099","0.003116745220092","0.00244689814262455","1.00","","","Transfer"
"0x00a88e04006c44d52f5a6c5986bc6a6c1adceeaa15c9f9a7bffa40c5a89891d5","52206832","1704996011","2024-01-11 18:00:11","0x51e3d44172868acc60d68ca99591ce4230bc75e0","0x1213c2364061f7cf11eca008c121072c63a213db","","32.59","0","25.585796989136","0.002682240401337","0.00210577656902937","0.93","","","Transfer"
"0xc6d6eb4aa132665e597e4c36534e2e7e898aa8c6c0ef979a335ae09e48cc0619","52206891","1704996159","2024-01-11 18:02:39","0x1213c2364061f7cf11eca008c121072c63a213db","0xdd39c62a7b5d4bd319354e4466aa82bc1e42f4fd","","0","33","25.9076802897051","0.001530905432637","0.00120188510613733","0.93","","","Transfer"
